Data,Quipapa - Pluv,São benedito do sul - Pluv,São Benedito do sul - Fluv,Batateira - Fluv,Belém de Maria - Pluv,Belém de Maria - Fluv,Maraial - Pluv,Jaqueira - Pluv,Laje grande - Pluv,Catende (Canaã) - Pluv,Catende - Fluv,Palmares (japaranduba)- Pluv,Palmares - Pluv,Palmares - Fluv
08/07/2018,"1,39","1,18",280,198,"4,94",135,"1,41","1,58","3,38","2,96",317,"0,59","5,4",362
09/07/2018,"0,2","0,2",270,198,"0,2",134,"0,2","0,2","0,4","0,2",314,"0,4","0,8",350
10/07/2018,0,0,258,198,"0,39",134,"0,2",0,"1,37","0,2",309,0,0,338
11/07/2018,"0,82","0,2",249,201,"0,2",131,"0,2",0,"0,42",0,305,0,0,330
12/07/2018,"0,2",0,248,202,"0,2",131,0,0,0,"0,2",303,0,0,324
13/07/2018,0,0,244,203,0,132,0,0,"0,99",0,302,0,0,322
14/07/2018,0,0,243,203,0,132,0,0,0,0,302,0,0,316
15/07/2018,"0,2",0,241,204,0,132,0,0,0,0,301,0,0,314
16/07/2018,0,0,239,203,0,132,0,0,0,0,300,0,0,312
17/07/2018,"0,4",0,239,203,"0,82",132,0,"1,58","1,59",0,300,"0,4","0,6",312
18/07/2018,"3,56","1,6",240,203,"3,76",130,"3,81","2,18","11,93","2,58",301,"2,22","2,4",312
19/07/2018,"0,2",0,240,201,0,130,"0,2",0,0,0,301,"0,2",0,313
20/07/2018,"1,38","0,6",240,198,"1,17",128,0,0,"2,21",1,301,"5,51","4,8",318
21/07/2018,"0,2","0,2",240,196,0,129,"0,2","0,2","0,6","0,99",301,"0,4","1,4",314
22/07/2018,"0,8","0,79",240,195,"0,99",130,0,"0,2",0,0,300,0,0,312
23/07/2018,"0,8","2,4",240,182,"0,59",127,"1,58","1,22","2,76","1,78",300,1,"0,2",310
24/07/2018,"1,39","0,4",239,181,"1,98",127,"2,78","1,19","1,98","2,37",302,"2,39","5,3",314
25/07/2018,"5,75","3,95",244,180,"5,78",126,"6,13","16,81","18,93","10,66",301,"5,97","3,2",314
26/07/2018,"0,2","0,4",244,179,"0,2",130,"0,2","0,2","0,2","0,2",302,"0,98","2,9",322
27/07/2018,"0,59","0,4",244,178,"1,19",130,"0,2",0,"3,77",0,302,"0,79",0,318
28/07/2018,"2,18","4,97",244,176,"4,77",130,"2,77","2,83","2,81","2,78",302,"3,39",0,316
29/07/2018,"0,4",0,244,175,"0,8",130,"0,4","0,4","3,56",1,302,"1,41","2,1",318
30/07/2018,0,"1,58",242,174,1,129,"5,53","4,76","4,39","4,75",302,"17,3",0,320
31/07/2018,"4,97","1,59",242,175,"2,6",131,"3,77","2,8","4,64","4,14",302,"0,62",10,324
01/08/2018,"0,99","1,2",242,173,"0,4",129,"2,37","1,79","4,38","2,76",302,"9,06","0,8",324
02/08/2018,"0,2","0,4",244,169,"3,95",128,"0,4","1,4","6,54","3,75",302,"1,58","4,6",324
03/08/2018,0,0,241,167,0,128,0,0,"0,2",0,301,0,0,326
04/08/2018,0,0,240,167,0,127,0,0,0,"0,59",301,0,0,314
05/08/2018,0,0,238,167,0,126,0,0,0,0,300,0,0,310
06/08/2018,0,0,237,167,0,126,0,0,0,0,300,0,0,310
07/08/2018,0,0,236,166,"0,2",125,"0,79",0,"0,2","0,99",299,0,0,306
08/08/2018,0,0,234,166,"0,2",126,0,0,0,0,299,0,"0,4",308
09/08/2018,0,0,234,165,0,125,0,0,0,0,299,"0,59",0,306
10/08/2018,"0,2","1,38",232,165,"0,59",124,0,0,"1,38",0,299,0,"0,2",308
11/08/2018,0,0,231,165,0,124,0,0,0,0,299,0,0,306
12/08/2018,0,0,231,164,0,124,0,0,0,0,299,0,0,306
13/08/2018,0,0,231,164,0,123,0,0,0,0,298,0,0,306
14/08/2018,0,0,230,164,0,123,0,0,0,0,297,0,0,302
15/08/2018,0,0,229,163,0,121,0,0,0,0,297,0,0,304
16/08/2018,0,0,229,162,0,120,0,0,"0,62",0,296,0,0,302
17/08/2018,0,0,229,161,0,119,0,0,0,0,296,0,0,302
18/08/2018,0,0,229,161,0,119,0,0,"0,4",0,296,0,0,306
19/08/2018,"0,6",0,229,160,"0,2",119,"1,78","1,41","0,4",0,296,"0,2","0,5",300
20/08/2018,0,0,229,160,0,119,0,0,0,0,296,0,"2,6",302
21/08/2018,0,"0,99",230,160,"1,59",119,0,"0,8","0,4","0,4",296,"0,59",0,302
22/08/2018,"1,98","2,18",229,160,"3,97",119,"0,2","0,4","4,57","4,14",296,"1,81",0,302
23/08/2018,"1,18","0,82",229,160,"2,78",124,"1,38","0,6","1,38","0,2",297,"0,4","4,1",304
24/08/2018,"1,59","1,38",230,160,0,119,"0,6","1,98","0,39","0,2",297,"1,18","0,2",304
25/08/2018,"4,14","3,4",231,160,"3,17",120,"5,13","2,56","7,96","4,38",296,"0,8","1,2",306
26/08/2018,"0,8","1,79",231,160,"1,42",119,"4,34","3,37","0,79","1,37",296,"0,42","0,2",306
27/08/2018,"0,6",0,230,159,0,119,"0,2",0,"0,39","0,2",297,0,0,306
28/08/2018,"1,97","5,7",232,159,"5,33",120,"1,59","6,7","3,4","2,17",297,"5,75","7,2",306
29/08/2018,"1,77","0,4",231,161,"3,19",119,"1,98","0,99","8,21","4,36",297,"5,17","4,1",308
30/08/2018,"4,77","3,56",232,161,"3,39",121,"3,15","2,58","4,76","6,13",297,"4,95","1,1",310
31/08/2018,"0,4","2,98",232,162,"9,29",121,"1,39","2,17","3,38","8,92",297,"2,98","1,7",310
01/09/2018,"2,99","0,6",234,160,2,123,"0,8","0,79","0,8","1,77",298,0,"0,2",314
02/09/2018,"1,19","4,15",236,160,"12,43",125,"3,16","5,92","7,19","2,97",298,"7,5","0,4",316
03/09/2018,"4,33","3,93",237,160,"1,78",121,"0,2",0,"1,78","1,39",299,"0,2","2,4",318
04/09/2018,0,0,235,160,0,121,0,0,0,0,299,0,0,318
05/09/2018,0,0,230,160,0,120,0,0,0,0,298,0,0,314
06/09/2018,0,"0,78",230,160,"0,2",121,"0,2",0,0,0,297,0,0,312
07/09/2018,0,0,234,160,0,121,"0,8","0,59",0,0,296,"2,36","0,1",310
08/09/2018,"2,76","1,19",238,160,"0,6",120,"0,8","0,99","0,79","2,57",296,0,0,308
09/09/2018,"4,94","4,76",234,160,"5,52",121,"3,39","6,33","6,34","6,14",296,"4,98","2,3",310
10/09/2018,"0,2","0,2",230,160,0,121,"0,2","1,38","0,4",0,296,"0,4","2,6",312
11/09/2018,0,0,228,160,"0,2",121,0,0,"0,2",0,296,0,"0,2",314
12/09/2018,"0,59",0,228,160,0,123,0,0,0,0,296,"0,4",0,312
13/09/2018,0,0,228,160,0,120,0,0,0,0,297,0,0,310
14/09/2018,0,0,228,160,0,121,0,0,0,0,297,0,0,310
15/09/2018,0,"0,4",228,160,"0,6",121,"0,4",0,0,"0,2",296,0,"0,2",308
16/09/2018,"0,4",0,226,160,"0,79",120,"0,2","0,2","0,8",0,295,0,"0,1",306
17/09/2018,0,0,226,160,"0,79",120,0,0,0,0,295,0,0,308
18/09/2018,0,"0,2",226,160,"1,98",120,"0,4","0,39","0,59","1,18",296,"1,18","0,2",308
19/09/2018,"1,42","2,97",226,160,"3,98",123,"1,78","0,98","6,72","3,36",296,"2,76","3,3",306
20/09/2018,0,"0,2",226,160,"1,38",125,"0,2",0,"2,95","0,2",296,"0,2","1,4",306
21/09/2018,0,0,225,160,0,124,0,0,0,0,295,0,0,306
22/09/2018,0,0,224,160,0,124,0,0,0,0,294,0,0,306
23/09/2018,0,0,223,160,0,126,0,0,"0,82",0,295,"0,62",0,306
24/09/2018,"0,2","2,59",223,160,"0,8",127,"2,6","2,38","2,61","1,78",296,"4,34",0,306
25/09/2018,"0,62",0,222,160,"0,4",130,"0,2","4,73","1,21","0,2",296,0,"6,5",310
26/09/2018,0,0,222,159,0,132,0,0,0,0,295,0,0,310
27/09/2018,0,"0,2",222,159,"0,2",133,0,0,0,0,294,"0,39",0,308
28/09/2018,"0,82","1,58",222,158,"1,58",129,"0,4","1,38","1,58",1,294,"1,98","2,7",341
29/09/2018,0,0,222,158,0,128,0,0,0,0,295,0,0,338
30/09/2018,0,0,222,157,0,130,0,0,0,0,294,0,0,336
01/10/2018,0,0,220,157,0,130,0,0,0,0,293,0,0,334
02/10/2018,0,0,219,157,0,130,0,0,0,0,293,0,0,297
03/10/2018,0,0,219,156,0,129,0,0,0,0,293,0,0,294
04/10/2018,0,0,219,156,0,129,0,0,"0,4",0,293,0,0,293
05/10/2018,0,0,219,156,"0,2",129,0,"0,59",0,0,292,0,0,294
06/10/2018,0,0,219,156,0,126,0,0,"0,62",0,292,0,0,294
07/10/2018,0,0,219,156,"0,59",123,0,0,"0,39",0,292,0,0,294
08/10/2018,0,0,218,155,0,119,0,0,0,0,292,0,0,294
09/10/2018,0,0,218,155,0,118,0,0,0,0,292,0,0,294
10/10/2018,2,"1,18",218,155,0,119,1,"0,8","0,79",0,292,"0,2",0,294
11/10/2018,0,0,217,155,0,118,0,0,0,0,292,0,0,294
12/10/2018,0,0,217,155,0,118,0,0,0,0,292,0,0,294
13/10/2018,0,0,217,154,0,117,0,"0,2",0,0,292,0,0,294
14/10/2018,0,0,216,154,0,117,0,"0,2",0,0,292,0,0,294
15/10/2018,0,0,216,154,0,116,0,0,0,0,292,0,0,294
16/10/2018,0,0,216,154,"0,99",116,0,0,0,0,292,0,0,294
17/10/2018,0,0,216,154,0,117,0,0,0,0,292,0,0,294
18/10/2018,0,0,216,154,0,116,"0,4",0,0,0,291,0,0,294
19/10/2018,0,0,216,154,0,116,0,0,0,0,291,0,0,292
20/10/2018,0,0,216,154,0,116,0,0,0,0,290,0,0,293
21/10/2018,0,0,216,154,0,116,0,0,0,0,290,0,0,292
22/10/2018,0,0,216,154,0,,0,0,0,0,290,0,0,292
23/10/2018,0,0,216,154,0,,0,0,0,0,290,0,0,292
24/10/2018,0,0,215,154,0,,0,0,0,0,290,0,0,292
25/10/2018,0,0,215,154,0,,0,0,0,0,290,0,0,292
26/10/2018,0,0,214,154,0,,"0,59",0,0,0,290,0,0,293
27/10/2018,0,0,214,154,0,,0,0,0,0,290,0,0,293
28/10/2018,0,0,213,154,0,,0,0,0,0,290,0,0,291
29/10/2018,0,0,213,154,0,,0,0,0,0,290,0,0,290
30/10/2018,0,0,213,154,0,,0,0,0,0,289,0,0,290
31/10/2018,0,"0,4",213,154,"0,4",,0,0,"0,4","0,4",289,0,0,290
01/11/2018,0,"0,2",213,154,0,,0,0,0,0,289,0,0,290
02/11/2018,0,0,212,154,0,,0,0,0,0,289,0,0,290
03/11/2018,0,0,212,154,"0,2",,0,0,0,0,289,0,0,290
04/11/2018,0,0,212,154,"0,2",,0,0,0,0,289,0,0,289
05/11/2018,0,0,212,154,0,,0,0,0,0,289,0,0,289
06/11/2018,0,0,212,154,0,,"0,2",0,0,0,288,"0,2",0,290
07/11/2018,"1,79","0,39",212,154,"0,62",,"0,6","3,16","0,79","2,36",288,"7,11","6,5",290
08/11/2018,"2,56","6,09",212,154,0,,"3,17","5,1",0,"2,96",288,"1,57","3,2",290
09/11/2018,0,0,212,154,0,,0,0,0,0,288,0,0,290
10/11/2018,"0,2","0,2",212,154,"0,2",,0,0,0,0,288,0,0,290
11/11/2018,0,0,212,154,0,,0,0,0,0,288,0,0,290
12/11/2018,0,0,212,154,0,,0,0,0,0,288,0,0,288
13/11/2018,0,0,211,154,0,,0,0,0,0,288,0,0,288
14/11/2018,0,0,211,154,0,,0,0,0,0,288,0,0,285
15/11/2018,0,0,211,154,0,,0,0,"0,59",0,287,0,0,286
16/11/2018,0,"0,2",211,154,0,,"0,2","0,4","0,2","1,58",287,"1,77",0,286
17/11/2018,0,0,211,154,0,,0,0,0,0,287,0,"1,6",288
18/11/2018,0,0,211,154,"0,2",,"0,59",0,"0,6",0,290,"1,77","2,2",288
19/11/2018,0,0,211,154,0,,0,0,0,0,290,0,0,290
20/11/2018,"1,18","1,77",211,154,"1,38",,"0,82","1,39","1,41","2,59",290,"6,09","5,3",294
21/11/2018,"0,79","1,58",211,154,"0,2",,"1,8",0,"1,99",0,290,"0,4","0,2",294
22/11/2018,0,0,211,154,0,,0,0,0,0,290,0,0,294
23/11/2018,0,0,211,154,0,,0,0,0,0,290,0,0,296
24/11/2018,"1,19","0,99",212,154,"4,55",,"0,79","50,83","1,77","41,78",292,"26,69","0,3",311
25/11/2018,0,"1,57",213,154,"0,6",,"0,2","0,4",0,0,294,"0,2","45,2",320
26/11/2018,"4,77","3,76",214,154,"66,36",130,"4,57","9,27","19,67","10,08",294,0,2,308
27/11/2018,"11,05","5,5",232,154,"9,51",136,"10,07","9,24","13,43","7,5",294,"6,52","1,7",313
28/11/2018,0,0,228,154,0,131,0,0,0,0,294,"0,2","4,8",322
29/11/2018,0,0,226,154,"1,98",126,"0,2","0,39","0,99","0,39",294,"1,38",0,318
30/11/2018,0,0,222,154,"0,42",120,0,0,0,0,293,0,0,313
01/12/2018,0,0,218,154,0,118,0,0,0,0,292,0,0,311
02/12/2018,0,0,215,154,0,118,0,0,0,0,292,0,0,307
03/12/2018,0,0,213,154,0,117,0,0,0,0,291,0,0,305
04/12/2018,0,0,213,154,0,116,0,0,0,0,291,0,0,303
05/12/2018,0,0,213,154,0,116,0,0,0,0,290,0,0,302
06/12/2018,0,0,212,154,0,116,0,0,0,0,291,0,0,300
07/12/2018,0,0,212,154,0,115,0,0,0,0,290,0,0,299
08/12/2018,0,0,232,154,0,115,0,0,0,0,290,0,0,298
09/12/2018,0,0,232,154,0,112,0,0,0,0,290,0,0,297
10/12/2018,"9,7","16,16",228,154,"18,72",111,"10,12","12,01","33,01","21,85",291,"27,75","10,8",309
11/12/2018,"0,4","1,19",228,154,"1,39",110,"0,2",0,0,0,291,0,"8,9",312
12/12/2018,"2,18","2,2",225,154,"6,88",110,"2,77","1,59","2,96","5,1",294,"4,53","3,8",310
13/12/2018,0,0,220,154,0,110,0,0,0,0,294,0,0,310
14/12/2018,0,0,216,154,0,110,0,0,0,0,293,0,0,310
15/12/2018,0,0,216,154,0,111,0,0,0,0,292,0,0,307
16/12/2018,0,0,214,154,0,110,0,0,0,0,291,0,0,304
17/12/2018,"24,84","46,38",240,154,"13,06",111,"44,16","38,73","34,81","19,32",295,"24,22","10,9",312
18/12/2018,"7,68","2,17",236,154,"0,2",110,"0,79","1,38","1,58",0,300,"1,77","16,1",326
19/12/2018,0,0,236,154,0,110,0,0,0,0,298,"0,2",0,324
20/12/2018,0,0,234,154,0,112,0,0,0,0,296,0,"0,1",317
21/12/2018,0,0,234,154,0,110,0,0,0,0,292,0,0,310
22/12/2018,0,0,231,154,0,110,0,0,0,0,292,0,0,308
23/12/2018,"1,98","0,4",230,154,"0,6",110,"2,57",0,"0,81","0,6",292,"0,62",0,306
24/12/2018,0,0,228,154,0,110,0,0,0,0,292,0,0,305
25/12/2018,0,0,226,154,0,110,0,0,0,0,292,0,0,304
26/12/2018,0,0,226,154,0,,0,0,0,0,292,0,0,303
27/12/2018,0,0,226,154,0,,0,0,0,0,292,0,0,302
28/12/2018,0,0,222,154,0,,0,0,0,0,292,0,0,299
29/12/2018,0,0,220,154,0,,0,0,0,0,290,0,0,296
30/12/2018,0,0,216,154,0,,0,0,0,0,290,0,0,292
31/12/2018,0,0,210,154,0,,0,0,0,0,290,0,0,288
01/01/2019,0,0,212,154,"0,39",,0,"1,97","7,49","0,79",290,"0,78",0,286
02/01/2019,"0,4","1,38",210,154,"3,77",,"0,2","0,39","3,78","0,4",290,"2,02","8,2",288
03/01/2019,0,0,210,154,0,,0,0,0,0,290,0,0,288
04/01/2019,0,0,210,154,0,,0,0,0,0,292,0,0,296
05/01/2019,0,0,210,154,0,,0,0,0,0,292,0,0,296
06/01/2019,"2,8","0,8",210,154,0,,0,0,"1,02",0,291,"1,61",0,294
07/01/2019,"0,2","3,18",216,154,"1,59",,"13,01","7,13","9,89","15,96",292,"12,03","1,3",295
08/01/2019,"1,18","1,78",214,154,"1,02",,"1,79","1,39",0,0,293,"6,91","6,4",308
09/01/2019,"7,74","13,01",220,154,"3,17",,"10,85","7,93","3,98","1,77",293,"3,18","4,2",308
10/01/2019,0,0,221,154,"1,79",,"2,57","0,59","1,78","2,96",293,"1,19","0,5",308
11/01/2019,0,"0,2",238,154,"0,2",,"0,4","0,2","1,84","0,4",293,"1,79","2,8",309
12/01/2019,"0,62",0,240,154,"27,98",,"2,36","13,58","8,3","46,02",299,"26,74",0,318
13/01/2019,"0,2","0,2",234,154,"0,2",,"0,42","0,4","0,4","0,39",295,"0,2","15,5",361
14/01/2019,"1,18","1,41",232,154,"7,92",,"0,4","3,35","1,22","2,38",300,"4,13","2,8",324
15/01/2019,"0,2","0,6",227,154,"0,2",,0,0,0,0,297,"0,2",0,320
16/01/2019,0,0,225,154,"0,2",,0,0,0,0,294,0,0,312
17/01/2019,"6,73","5,33",223,154,"8,95",,"3,75","6,99","13,55","13,4",294,"8,66",0,308
18/01/2019,"2,59","5,12",220,155,"2,8",,"2,78","3,95","6,76","7,1",294,"5,14","8,4",314
19/01/2019,"2,57","3,19",220,154,"1,18",,"2,96","1,97",0,"0,59",294,"0,2","0,8",314
20/01/2019,"1,39","2,4",220,154,"1,61",,"13,59","14,69","1,98","16,45",297,"16,22","2,1",315
21/01/2019,0,0,218,154,0,,0,0,0,0,296,"0,2","12,2",320
22/01/2019,"0,79","8,86",216,154,"7,3",,"31,4",0,"5,16","8,29",299,"5,9",0,314
23/01/2019,"6,09","3,34",216,154,"3,38",,"15,17","26,95","4,33","3,55",298,"6,11","13,4",321
24/01/2019,0,0,216,154,0,,0,"1,39",0,0,296,0,0,318
25/01/2019,0,0,216,154,0,,0,0,0,0,294,0,0,315
26/01/2019,0,0,214,156,0,,0,0,0,"0,4",294,0,0,307
27/01/2019,0,0,214,155,0,,"0,4",0,0,0,294,0,0,304
28/01/2019,"23,84","44,2",240,156,"16,57",,"29,57",0,"21,69","27,78",296,"24,26","20,7",314
29/01/2019,0,0,220,156,0,,"0,2","22,47","0,2","0,2",306,"0,2","15,5",346
30/01/2019,0,0,230,156,0,,0,"0,2",0,0,298,0,0,326
31/01/2019,0,0,224,156,0,,"0,2",0,0,0,297,5,0,314
01/02/2019,"0,79","0,99",218,156,0,,"0,2",0,"1,97","0,99",296,"0,62",0,309
02/02/2019,0,"0,6",222,156,"1,78",,"2,4","1,59","1,97","1,97",294,"1,38",0,306
03/02/2019,"24,82","18,38",228,156,"13,57",,"37,48","1,41","17,18","18,92",295,"35,25","0,2",312
04/02/2019,"0,2","1,38",226,156,"0,6",,"9,92","10,72","2,98","4,33",303,"8,86","23,2",345
05/02/2019,0,"0,2",226,156,"8,51",,"1,38","6,11","0,82","16,2",300,"2,78","4,6",334
06/02/2019,"5,14","8,86",224,156,"5,51",138,"5,13","18,51","7,93","12,82",298,"5,17","16,5",321
07/02/2019,"2,56","1,77",224,156,"0,6",131,"0,81","10,3","0,2","0,2",298,"0,2",0,320
08/02/2019,"0,6","0,6",222,156,"0,2",130,"1,21","2,57","0,2","0,6",297,0,0,316
09/02/2019,0,0,220,156,0,123,0,"1,98",0,"0,99",295,"1,58",0,310
10/02/2019,"0,2",0,218,156,0,119,0,0,0,0,294,0,0,306
11/02/2019,"0,2","0,59",216,156,0,113,"0,79",0,"1,22",0,293,"0,2","0,5",304
12/02/2019,0,0,215,156,0,,0,"0,2",0,0,294,0,0,302
13/02/2019,0,0,212,156,"0,2",,0,0,0,0,293,0,0,300
14/02/2019,0,0,212,156,0,,0,0,0,0,293,0,0,299
15/02/2019,0,0,212,156,0,,0,0,0,0,293,0,0,298
16/02/2019,0,0,212,156,0,,0,0,"0,99",0,292,0,"0,2",332
17/02/2019,"12,42","12,23",218,156,"0,99",,"3,34",0,"3,34","11,53",292,"0,59","2,5",347
18/02/2019,"0,4","0,42",216,156,"2,95",,"2,59","1,58",0,"2,94",292,"1,18","2,2",348
19/02/2019,0,0,214,155,0,,0,"0,2",0,0,293,0,0,345
20/02/2019,0,0,212,155,0,,0,0,0,0,293,0,0,344
21/02/2019,0,0,209,155,0,,0,"0,4",0,0,292,0,0,344
22/02/2019,"3,35",0,209,155,0,,0,0,0,0,292,"0,99",0,343
23/02/2019,0,0,209,155,0,,0,0,"0,4","1,77",291,0,0,342
24/02/2019,0,0,208,155,0,,0,0,"0,2",0,291,0,"1,6",342
25/02/2019,0,"0,2",208,155,0,,"22,95",0,"0,2","6,7",290,"7,49",0,344
26/02/2019,0,"0,2",208,155,0,,0,"4,72",0,0,290,0,"9,3",342
27/02/2019,0,0,208,155,0,,0,0,0,0,290,0,0,340
28/02/2019,0,0,208,155,0,,0,0,0,0,290,0,0,339
01/03/2019,0,0,208,155,0,,"0,39",0,"4,13","10,08",290,"4,56",0,338
02/03/2019,0,0,208,155,"5,33",,"11,43",0,"14,4",0,290,0,"1,2",340
03/03/2019,0,0,208,155,"0,79",,"2,76","0,2","0,8","0,79",291,"2,37","0,2",340
04/03/2019,"5,12","1,38",208,155,"7,88",,"2,16","2,37","14,26","4,34",291,"53,75","19,5",350
05/03/2019,"0,4","2,96",208,155,"2,78",,0,"2,95","4,55","6,89",291,"8,28","35,3",348
06/03/2019,0,0,208,155,"0,4",,0,"0,59","2,19","0,98",290,"2,76","1,4",344
07/03/2019,0,0,207,155,0,,0,0,0,0,290,0,"0,2",339
08/03/2019,"2,76","9,07",206,155,"0,4",,0,"0,4","0,62","0,4",290,0,"0,3",340
09/03/2019,0,0,206,155,0,,0,0,0,0,290,0,0,340
10/03/2019,0,0,208,155,0,,0,0,0,0,290,0,0,338
11/03/2019,0,0,208,154,0,,0,0,0,0,290,0,0,338
12/03/2019,"5,71","8,26",220,154,"1,19",,"11,36","0,2","12,08","5,32",292,"3,98",0,340
13/03/2019,"9,66","15,01",222,154,"14,55",,"38,85","9,29","5,12","2,77",295,"0,99","2,5",339
14/03/2019,"0,4","0,79",216,154,"0,4",101,"2,55","0,4","1,22","0,4",294,"0,79","1,3",339
15/03/2019,0,"7,71",212,154,"1,58",101,"0,62","0,59",0,"1,18",294,"0,2",0,343
16/03/2019,0,0,210,154,0,101,0,0,0,0,293,0,0,341
17/03/2019,0,0,208,154,0,101,0,0,0,0,291,0,0,339
18/03/2019,0,0,209,154,0,101,0,0,0,0,290,0,0,338
19/03/2019,0,0,208,154,0,101,0,0,0,0,290,0,0,337
20/03/2019,0,0,207,154,0,101,0,0,0,0,290,0,0,336
21/03/2019,0,"30,73",206,154,0,101,0,0,0,0,290,0,0,335
22/03/2019,0,0,206,154,0,101,0,0,0,0,289,0,0,334
23/03/2019,0,0,206,154,0,101,0,0,0,0,290,0,0,334
24/03/2019,0,0,206,154,0,101,0,0,0,0,290,0,0,334
25/03/2019,0,0,206,273,0,101,0,0,0,0,289,0,0,333
26/03/2019,"31,23","48,33",210,243,"23,48",101,"51,47","20,65","23,19","16,96",290,"14,78",0,335
27/03/2019,"5,12","22,69",238,240,"7,76",132,"22,68","18,5","6,31","30,26",302,"7,29","20,8",341
28/03/2019,"0,4","0,4",238,229,"0,8",130,"0,4","0,39","2,16","0,2",305,"0,4","7,7",356
29/03/2019,0,0,228,219,0,131,0,0,0,0,300,"0,4",0,350
30/03/2019,"14,59","17,12",223,240,"31,05",145,"12,16","20,93","42,29","51,2",299,"40,82","1,6",350
31/03/2019,"7,92","7,72",222,234,13,162,"11,48","5,91","9,16","10,04",298,"5,52","60,5",378
01/04/2019,"0,99","0,2",228,262,"1,19",154,"16,33",0,"1,01","11,23",299,"0,2",1,355
02/04/2019,"1,38","0,2",227,246,"0,2",140,0,0,"0,2","0,2",298,0,0,353
03/04/2019,"0,62","0,99",224,229,"26,81",138,"14,56","2,57","41,19","18,74",298,"5,51","15,6",350
04/04/2019,0,0,230,220,"0,4",129,"2,36",0,"0,62","0,4",298,"0,2",0,344
05/04/2019,0,0,229,215,0,125,0,0,0,0,297,0,0,342
06/04/2019,"1,38","1,38",228,206,0,123,"0,6",0,"3,55","0,4",296,"3,35","7,1",338
07/04/2019,0,"6,72",230,205,"1,21",123,"9,84","3,16","0,99","27,02",297,"9,46",0,336
08/04/2019,"16,34","18,33",232,205,"1,8",121,"15,98","11,08","6,33","5,14",296,"12,21","25,2",344
09/04/2019,"0,4","0,2",232,203,"1,22",120,"0,2","0,79","3,18",0,296,"0,4","19,4",342
10/04/2019,0,0,230,199,0,120,0,0,0,0,296,0,0,339
11/04/2019,0,0,222,187,0,120,0,0,0,0,295,0,0,335
12/04/2019,0,0,220,186,"0,4",120,"6,11","0,79","0,42",0,294,"1,19",0,334
13/04/2019,0,0,217,186,0,119,0,0,"0,79",0,293,0,"11,5",330
14/04/2019,0,0,216,185,0,119,0,0,"0,2",0,293,"0,2",0,327
15/04/2019,0,0,214,185,0,118,0,0,"0,42",0,292,0,0,326
16/04/2019,0,0,214,182,0,118,0,0,0,0,292,0,0,324
17/04/2019,0,0,214,182,0,119,0,0,0,0,292,0,0,323
18/04/2019,0,0,214,181,0,120,0,0,0,0,292,0,"0,3",322
19/04/2019,0,0,214,176,0,117,0,0,0,0,292,0,0,320
20/04/2019,"6,31","15,74",214,174,"17,73",116,"3,75","14,17","8,46","12,59",293,"15,37",0,321
21/04/2019,"11,82","2,76",240,173,"3,61",151,"1,58","2,56","14,62","1,57",295,"0,2","18,1",326
22/04/2019,0,"0,2",240,172,0,135,"0,79",0,0,0,297,0,0,328
23/04/2019,"10,65","13,99",236,173,"7,08",124,"22,7","29,83","21,9","9,26",298,"20,66","2,1",338
24/04/2019,"1,78",2,234,189,"3,98",123,"2,95","1,39","5,8","2,37",306,"1,61",27,344
25/04/2019,"5,32","8,71",231,184,"16,44",130,"14,4","15,6","17,25","19,19",299,"14,77","3,8",342
26/04/2019,"3,76","1,4",231,188,"2,59",125,"1,22","3,95",1,"1,6",299,"7,1","12,1",344
27/04/2019,0,0,226,183,0,120,0,"0,2","0,2",0,298,"0,4","1,4",339
28/04/2019,0,0,221,180,0,118,0,0,0,"1,18",296,0,"0,2",331
29/04/2019,0,"6,09",221,180,"0,2",118,"29,78","19,15","1,99","14,78",296,"5,72",0,326
30/04/2019,0,0,218,178,"4,95",120,"0,79","12,05","5,38","6,69",296,"5,56","19,5",330
01/05/2019,"0,2","1,78",216,178,"0,39",119,"4,13","3,36","0,8","0,6",295,"0,2","0,7",329
02/05/2019,0,0,216,187,0,118,0,0,0,0,295,0,"0,1",324
03/05/2019,0,0,215,173,0,117,0,0,0,0,295,0,0,320
04/05/2019,"0,79",0,214,172,0,117,0,0,0,0,294,0,0,318
05/05/2019,0,0,214,171,0,116,"0,2",0,0,"0,79",293,0,"0,1",316
06/05/2019,"0,2",0,214,169,0,115,0,0,0,0,292,0,0,314
07/05/2019,0,0,218,166,0,,0,0,0,0,292,0,0,312
08/05/2019,"15,84","0,8",230,165,"9,67",117,"1,81","8,32","16,95","2,4",292,"0,99","0,1",312
09/05/2019,"2,97","3,94",231,167,"12,06",120,"11,85","11,62","2,01","5,94",294,"14,37","0,9",315
10/05/2019,"0,6",0,232,167,"12,61",125,"1,41","1,38","2,76","5,9",295,"6,1","12,9",321
11/05/2019,"4,53","5,35",229,166,"5,92",123,"14,02","5,12","7,9","5,9",295,"6,69","15,6",326
12/05/2019,"1,98","0,2",224,166,0,118,"1,18","0,8",0,"0,2",297,0,"2,3",326
13/05/2019,"5,93","3,54",222,166,"7,49",117,"6,11","16,03","5,32","4,53",297,"14,76","7,9",325
14/05/2019,"0,2",0,222,165,0,,0,"0,2",0,0,297,0,0,323
15/05/2019,0,0,221,165,0,,0,0,0,0,296,0,0,321
16/05/2019,0,0,219,165,0,121,0,0,0,0,295,0,0,318
17/05/2019,0,0,217,165,0,120,0,0,0,0,294,0,0,317
