Data,Quipapa - Pluv,São benedito do sul - Pluv,São Benedito do sul - Fluv,Batateira - Fluv,Belém de Maria - Pluv,Belém de Maria - Fluv,Maraial - Pluv,Jaqueira - Pluv,Laje grande - Pluv,Catende (Canaã) - Pluv,Catende - Fluv,Palmares (japaranduba)- Pluv,Palmares - Pluv,Palmares - Fluv
1/1/2012,,,245,,,129,,,,,264,,0,308
2/1/2012,,,245,,,129,,,,,265,,0,306
3/1/2012,,,245,,,129,,,,,263,,0,309
4/1/2012,,,244,,,129,,,,,263,,0,304
5/1/2012,,,244,,,128,,,,,263,,0,302
6/1/2012,,,244,,,128,,,,,263,,0,304
7/1/2012,,,245,,,128,,,,,262,,0,302
8/1/2012,,,245,,,127,,,,,264,,0,304
9/1/2012,,,244,,,128,,,,,264,,"3,2",302
10/1/2012,,,244,,,129,,,,,263,,"2,4",308
11/1/2012,,,244,,,129,,,,,264,,"2,2",304
12/1/2012,,,244,,,130,,,,,263,,"0,8",306
13/1/2012,,,244,,,131,,,,,264,,"2,4",308
14/1/2012,,,244,,,130,,,,,263,,0,306
15/1/2012,,,244,,,130,,,,,264,,0,304
16/1/2012,,,244,,,130,,,,,264,,"3,4",308
17/1/2012,,,244,,,130,,,,,263,,0,306
18/1/2012,,,244,,,128,,,,,263,,0,304
19/1/2012,,,244,,,128,,,,,263,,0,302
20/1/2012,,,248,,,129,,,,,267,,"13,2",304
21/1/2012,,,249,,,129,,,,,270,,"13,4",328
22/1/2012,,,259,,,129,,,,,277,,"21,2",330
23/1/2012,,,259,,,129,,,,,278,,"13,4",340
24/1/2012,,,256,,,130,,,,,275,,"4,4",330
25/1/2012,,,255,,,130,,,,,276,,"2,8",332
26/1/2012,,,255,,,130,,,,,272,,0,334
27/1/2012,,,253,,,130,,,,,270,,"2,4",338
28/1/2012,,,250,,,132,,,,,268,,0,326
29/1/2012,,,249,,,132,,,,,268,,0,320
30/1/2012,,,247,,,131,,,,,266,,0,312
31/1/2012,,,246,,,130,,,,,265,,0,310
1/2/2012,,,246,,,130,,,,,265,,0,310
2/2/2012,,,245,,,130,,,,,264,,0,319
3/2/2012,,,245,,,130,,,,,264,,"1,4",312
4/2/2012,,,244,,,130,,,,,264,,"2,4",308
5/2/2012,,,244,,,132,,,,,264,,"3,8",302
6/2/2012,,,244,,,132,,,,,264,,0,304
7/2/2012,,,243,,,132,,,,,264,,0,302
8/2/2012,,,243,,,134,,,,,264,,0,304
9/2/2012,,,243,,,134,,,,,264,,0,302
10/2/2012,,,243,,,132,,,,,263,,0,304
11/2/2012,,,243,,,131,,,,,262,,"3,2",302
12/2/2012,,,243,,,132,,,,,263,,"7,6",304
13/2/2012,,,243,,,132,,,,,264,,0,308
14/2/2012,,,243,,,130,,,,,262,,0,298
15/2/2012,,,243,,,130,,,,,262,,0,306
16/2/2012,,,243,,,131,,,,,265,,"2,6",302
17/2/2012,,,248,,,132,,,,,268,,0,304
18/2/2012,,,260,,,134,,,,,270,,"22,8",324
19/2/2012,,,269,,,135,,,,,274,,"17,6",342
20/2/2012,,,270,,,136,,,,,284,,"14,2",336
21/2/2012,,,264,,,135,,,,,284,,0,332
22/2/2012,,,258,,,135,,,,,282,,"5,6",330
23/2/2012,,,256,,,134,,,,,276,,0,326
24/2/2012,,,254,,,134,,,,,272,,0,328
25/2/2012,,,250,,,133,,,,,270,,0,316
26/2/2012,,,248,,,132,,,,,270,,0,322
27/2/2012,,,246,,,130,,,,,269,,0,318
28/2/2012,,,246,,,130,,,,,267,,0,310
29/2/2012,,,244,,,132,,,,,266,,0,306
1/3/2012,,,244,,,132,,,,,266,,0,306
2/3/2012,,,244,,,134,,,,,266,,0,304
3/3/2012,,,244,,,134,,,,,264,,0,302
4/3/2012,,,244,,,135,,,,,264,,0,304
5/3/2012,,,248,,,137,,,,,266,,0,306
6/3/2012,,,254,,,138,,,,,269,,17,316
7/3/2012,,,260,,,138,,,,,271,,"2,4",318
8/3/2012,,,254,,,138,,,,,270,,0,318
9/3/2012,,,250,,,139,,,,,269,,0,314
10/3/2012,,,246,,,140,,,,,268,,"3,2",313
11/3/2012,,,246,,,140,,,,,268,,"3,8",310
12/3/2012,,,246,,,143,,,,,267,,"4,2",307
13/3/2012,,,246,,,144,,,,,266,,"1,4",308
14/3/2012,,,244,,,148,,,,,266,,0,306
15/3/2012,,,244,,,148,,,,,266,,0,304
16/3/2012,,,244,,,146,,,,,265,,0,302
17/3/2012,,,244,,,146,,,,,265,,0,304
18/3/2012,,,244,,,145,,,,,264,,0,304
19/3/2012,,,244,,,144,,,,,264,,0,302
20/3/2012,,,242,,,143,,,,,264,,0,300
21/3/2012,,,242,,,143,,,,,263,,0,296
22/3/2012,,,242,,,143,,,,,263,,0,298
23/3/2012,,,242,,,143,,,,,264,,0,298
24/3/2012,,,242,,,143,,,,,264,,0,294
25/3/2012,,,242,,,143,,,,,264,,0,296
26/3/2012,,,242,,,142,,,,,264,,0,300
27/3/2012,,,242,,,142,,,,,263,,0,296
28/3/2012,,,241,,,142,,,,,263,,0,298
29/3/2012,,,241,,,142,,,,,263,,0,296
30/3/2012,,,241,,,142,,,,,264,,"0,6",292
31/3/2012,,,241,,,142,,,,,264,,0,300
1/4/2012,,,241,,,142,,,,,263,,0,298
2/4/2012,,,241,,,142,,,,,263,,0,296
3/4/2012,,,246,,,142,,,,,264,,"14,4",300
4/4/2012,,,258,,,141,,,,,274,,"5,8",320
5/4/2012,,,256,,,141,,,,,278,,"14,8",326
6/4/2012,,,254,,,141,,,,,273,,0,324
7/4/2012,,,248,,,143,,,,,269,,"3,2",320
8/4/2012,,,244,,,143,,,,,266,,"1,2",316
9/4/2012,,,244,,,143,,,,,266,,"1,2",304
10/4/2012,,,244,,,143,,,,,265,,"2,8",302
11/4/2012,,,244,,,143,,,,,265,,0,304
12/4/2012,,,243,,,144,,,,,265,,0,302
13/4/2012,,,242,,,144,,,,,264,,0,300
14/4/2012,,,242,,,146,,,,,264,,0,304
15/4/2012,,,242,,,146,,,,,264,,"3,4",300
16/4/2012,,,242,,,147,,,,,264,,0,302
17/4/2012,,,242,,,147,,,,,264,,0,300
18/4/2012,,,242,,,148,,,,,264,,0,298
19/4/2012,,,246,,,148,,,,,264,,0,296
20/4/2012,,,250,,,148,,,,,265,,"4,6",298
21/4/2012,,,246,,,148,,,,,265,,0,300
22/4/2012,,,244,,,145,,,,,266,,0,296
23/4/2012,,,244,,,145,,,,,265,,0,302
24/4/2012,,,244,,,145,,,,,265,,0,298
25/4/2012,,,243,,,145,,,,,264,,0,297
26/4/2012,,,242,,,143,,,,,263,,0,294
27/4/2012,,,242,,,143,,,,,263,,0,297
28/4/2012,,,242,,,143,,,,,263,,0,292
29/4/2012,,,242,,,143,,,,,262,,0,294
30/4/2012,,,242,,,141,,,,,262,,0,292
1/5/2012,,,240,,,141,,,,,262,,0,292
2/5/2012,,,240,,,141,,,,,262,,0,294
3/5/2012,,,240,,,141,,,,,263,,0,296
4/5/2012,,,242,,,139,,,,,264,,"0,8",292
5/5/2012,,,248,,,139,,,,,265,,0,298
6/5/2012,,,246,,,139,,,,,266,,"4,6",302
7/5/2012,,,242,,,140,,,,,266,,"3,2",306
8/5/2012,,,242,,,140,,,,,265,,"4,4",304
9/5/2012,,,242,,,140,,,,,266,,0,302
10/5/2012,,,242,,,140,,,,,264,,0,304
11/5/2012,,,242,,,143,,,,,263,,0,300
12/5/2012,,,242,,,143,,,,,263,,0,296
13/5/2012,,,241,,,145,,,,,264,,0,292
14/5/2012,,,241,,,145,,,,,262,,0,296
15/5/2012,,,241,,,145,,,,,262,,"0,6",296
16/5/2012,,,241,,,142,,,,,262,,0,292
17/5/2012,,,241,,,142,,,,,262,,0,296
18/5/2012,,,240,,,142,,,,,262,,0,294
19/5/2012,,,240,,,144,,,,,262,,0,290
20/5/2012,,,240,,,144,,,,,262,,0,294
21/5/2012,,,240,,,146,,,,,262,,0,292
22/5/2012,,,242,,,146,,,,,264,,"2,2",294
23/5/2012,,,246,,,147,,,,,267,,"8,7",300
24/5/2012,,,252,,,147,,,,,271,,"0,8",308
25/5/2012,,,272,,,150,,,,,279,,"13,4",328
26/5/2012,,,258,,,150,,,,,278,,"3,4",326
27/5/2012,,,246,,,153,,,,,272,,0,322
28/5/2012,,,246,,,153,,,,,268,,0,320
29/5/2012,,,268,,,155,,,,,274,,"7,8",330
30/5/2012,,,262,,,156,,,,,280,,"15,8",340
31/5/2012,,,262,,,154,,,,,274,,0,342
1/6/2012,,,248,,,155,,,,,270,,"1,2",334
2/6/2012,,,246,,,155,,,,,268,,"2,6",326
3/6/2012,,,246,,,155,,,,,267,,"0,6",324
4/6/2012,,,246,,,153,,,,,268,,"0,4",320
5/6/2012,,,246,,,152,,,,,267,,0,310
6/6/2012,,,246,,,152,,,,,266,,0,310
7/6/2012,,,246,,,151,,,,,266,,"0,6",306
8/6/2012,,,246,,,150,,,,,266,,"7,6",302
9/6/2012,,,246,,,150,,,,,266,,0,306
10/6/2012,,,246,,,153,,,,,267,,0,308
11/6/2012,,,248,,,153,,,,,268,,"1,8",304
12/6/2012,,,250,,,154,,,,,269,,"2,5",320
13/6/2012,,,250,,,154,,,,,270,,"8,6",326
14/6/2012,,,250,,,155,,,,,270,,30,332
15/6/2012,,,248,,,155,,,,,270,,"1,2",336
16/6/2012,,,248,,,153,,,,,269,,0,328
17/6/2012,,,248,,,152,,,,,269,,0,326
18/6/2012,,,252,,,155,,,,,268,,"0,6",318
19/6/2012,,,252,,,156,,,,,270,,"6,2",320
20/6/2012,,,254,,,156,,,,,273,,"42,6",336
21/6/2012,,,256,,,157,,,,,272,,"33,6",328
22/6/2012,,,260,,,157,,,,,273,,"7,4",328
23/6/2012,,,260,,,160,,,,,272,,20,324
24/6/2012,,,260,,,160,,,,,273,,"30,8",332
25/6/2012,,,262,,,160,,,,,280,,"7,4",350
26/6/2012,,,292,,,163,,,,,295,,"6,8",380
27/6/2012,,,290,,,163,,,,,296,,"7,6",386
28/6/2012,,,270,,,165,,,,,290,,"3,4",370
29/6/2012,,,266,,,166,,,,,289,,"3,8",366
30/6/2012,,,270,,,166,,,,,283,,"5,6",354
1/7/2012,,,,,,166,,,,,280,,"2,4",344
2/7/2012,,,,,,167,,,,,289,,"33,8",370
3/7/2012,,,,,,167,,,,,309,,"22,2",398
4/7/2012,,,,,,177,,,,,291,,"7,8",376
5/7/2012,,,,,,176,,,,,284,,"1,7",366
6/7/2012,,,,,,176,,,,,280,,"4,4",348
7/7/2012,,,,,,175,,,,,279,,0,342
8/7/2012,,,,,,175,,,,,277,,"1,2",344
9/7/2012,,,,,,173,,,,,274,,"6,8",336
10/7/2012,,,,,,173,,,,,273,,"2,2",342
11/7/2012,,,,,,173,,,,,273,,"5,2",336
12/7/2012,,,,,,172,,,,,277,,"5,4",334
13/7/2012,,,,,,172,,,,,282,,40,386
14/7/2012,,,,,,172,,,,,282,,"1,4",368
15/7/2012,,,,,,170,,,,,278,,"5,6",352
16/7/2012,,,,,,170,,,,,277,,"2,6",340
17/7/2012,,,,,,171,,,,,277,,"0,2",336
18/7/2012,,,,,,171,,,,,288,,"16,9",364
19/7/2012,,,,,,168,,,,,287,,"3,4",360
20/7/2012,,,,,,168,,,,,282,,0,346
21/7/2012,,,,,,168,,,,,278,,0,342
22/7/2012,,,,,,168,,,,,278,,"4,5",338
23/7/2012,,,,,,166,,,,,277,,0,336
24/7/2012,,,,,,166,,,,,275,,0,332
25/7/2012,,,,,,166,,,,,274,,"5,6",330
26/7/2012,,,,,,165,,,,,273,,"3,2",328
27/7/2012,,,,,,165,,,,,274,,"5,4",326
28/7/2012,,,,,,167,,,,,278,,"0,2",330
29/7/2012,,,,,,167,,,,,278,,0,328
30/7/2012,,,,,,168,,,,,276,,"7,8",330
31/7/2012,,,,,,168,,,,,275,,"1,2",326
1/8/2012,,,,,,167,,,,,280,,0,338
2/8/2012,,,,,,167,,,,,284,,0,344
3/8/2012,,,,,,167,,,,,284,,"7,6",346
4/8/2012,,,,,,166,,,,,282,,"1,4",344
5/8/2012,,,,,,166,,,,,279,,"2,2",338
6/8/2012,,,,,,163,,,,,276,,"6,8",330
7/8/2012,,,,,,163,,,,,274,,0,328
8/8/2012,,,,,,160,,,,,273,,0,324
9/8/2012,,,,,,160,,,,,272,,"3,2",322
10/8/2012,,,,,,158,,,,,272,,"7,2",320
11/8/2012,,,,,,158,,,,,273,,0,324
12/8/2012,,,,,,156,,,,,273,,"3,8",328
13/8/2012,,,,,,153,,,,,272,,0,328
14/8/2012,,,,,,152,,,,,273,,0,328
15/8/2012,,,,,,151,,,,,274,,"3,8",330
16/8/2012,,,,,,151,,,,,282,,"3,4",338
17/8/2012,,,,,,150,,,,,283,,"6,2",350
18/8/2012,,,,,,150,,,,,282,,"6,2",352
19/8/2012,,,,,,150,,,,,280,,"13,2",354
20/8/2012,,,,,,148,,,,,282,,"4,2",356
21/8/2012,,,,,,148,,,,,283,,"2,2",352
22/8/2012,,,,,,148,,,,,283,,"3,2",350
23/8/2012,,,,,,147,,,,,281,,"2,6",346
24/8/2012,,,,,,146,,,,,280,,"6,3",348
25/8/2012,,,,,,146,,,,,279,,0,342
26/8/2012,,,,,,145,,,,,281,,"0,6",334
27/8/2012,,,,,,144,,,,,277,,"0,4",330
28/8/2012,,,,,,144,,,,,276,,"12,3",336
29/8/2012,,,,,,144,,,,,276,,0,334
30/8/2012,,,,,,143,,,,,274,,0,330
31/8/2012,,,,,,143,,,,,272,,0,326
1/9/2012,,,,,,141,,,,,271,,0,322
2/9/2012,,,,,,140,,,,,271,,0,322
3/9/2012,,,,,,139,,,,,270,,0,324
4/9/2012,,,,,,139,,,,,271,,"1,2",320
5/9/2012,,,,,,139,,,,,270,,3,319
6/9/2012,,,,,,138,,,,,270,,"3,2",320
7/9/2012,,,,,,138,,,,,271,,"1,6",320
8/9/2012,,,,,,137,,,,,271,,"3,6",324
9/9/2012,,,,,,137,,,,,270,,0,320
10/9/2012,,,,,,137,,,,,270,,"0,8",319
11/9/2012,,,,,,136,,,,,269,,0,320
12/9/2012,,,,,,136,,,,,269,,0,314
13/9/2012,,,,,,135,,,,,268,,0,316
14/9/2012,,,,,,133,,,,,267,,0,314
15/9/2012,,,,,,133,,,,,268,,0,312
16/9/2012,,,,,,132,,,,,267,,"2,2",310
17/9/2012,,,,,,132,,,,,268,,"2,4",312
18/9/2012,,,,,,130,,,,,267,,0,310
19/9/2012,,,,,,130,,,,,268,,"3,2",312
20/9/2012,,,,,,129,,,,,267,,0,310
21/9/2012,,,,,,129,,,,,267,,0,309
22/9/2012,,,,,,129,,,,,267,,0,308
23/9/2012,,,,,,126,,,,,266,,0,310
24/9/2012,,,,,,126,,,,,266,,0,308
25/9/2012,,,,,,126,,,,,266,,0,306
26/9/2012,,,243,,,124,,,,,266,,"2,4",310
27/9/2012,,,243,,,124,,,,,266,,0,307
28/9/2012,,,243,,,124,,,,,265,,0,308
29/9/2012,,,243,,,123,,,,,264,,0,306
30/9/2012,,,242,,,120,,,,,264,,0,302
1/10/2012,,,242,,,120,,,,,265,,0,302
2/10/2012,,,242,,,120,,,,,264,,"0,6",304
3/10/2012,,,242,,,118,,,,,265,,0,306
4/10/2012,,,242,,,118,,,,,264,,"1,8",310
5/10/2012,,,242,,,118,,,,,265,,"0,9",308
6/10/2012,,,242,,,115,,,,,264,,"3,2",306
7/10/2012,,,242,,,115,,,,,264,,"5,4",308
8/10/2012,,,242,,,113,,,,,265,,0,304
9/10/2012,,,242,,,113,,,,,265,,0,306
10/10/2012,,,242,,,111,,,,,264,,"1,2",306
11/10/2012,,,242,,,110,,,,,265,,"7,8",310
12/10/2012,,,244,,,110,,,,,265,,"5,4",309
13/10/2012,,,247,,,108,,,,,266,,"0,4",310
14/10/2012,,,248,,,108,,,,,267,,"0,6",312
15/10/2012,,,247,,,108,,,,,268,,"0,8",310
16/10/2012,,,246,,,108,,,,,267,,0,312
17/10/2012,,,245,,,107,,,,,266,,"0,6",314
18/10/2012,,,244,,,107,,,,,266,,"0,6",312
19/10/2012,,,244,,,107,,,,,265,,0,308
20/10/2012,,,243,,,107,,,,,265,,0,306
21/10/2012,,,243,,,107,,,,,265,,0,302
22/10/2012,,,242,,,105,,,,,264,,0,308
23/10/2012,,,242,,,105,,,,,264,,0,302
24/10/2012,,,241,158,,105,,,,,264,,0,304
25/10/2012,,,241,157,,105,,,,,263,,0,306
26/10/2012,,,240,158,,105,,,,,263,,0,304
27/10/2012,,,240,158,,105,,,,,263,,"0,8",304
28/10/2012,,,240,160,,103,,,,,262,,0,302
29/10/2012,,,240,161,,103,,,,,262,,0,304
30/10/2012,,,240,160,,103,,,,,262,,0,302
31/10/2012,,,240,160,,103,,,,,262,,0,302
1/11/2012,,,240,160,,105,,,,,262,,0,288
2/11/2012,,,240,160,,105,,,,,261,,0,286
3/11/2012,,,239,160,,108,,,,,261,,0,288
4/11/2012,,,239,161,,109,,,,,261,,0,298
5/11/2012,,,238,160,,109,,,,,261,,0,298
6/11/2012,,,238,160,,112,,,,,260,,0,298
7/11/2012,,,239,159,,114,,,,,261,,0,294
8/11/2012,,,239,160,,114,,,,,260,,"0,2",296
9/11/2012,,,239,161,,118,,,,,261,,"0,8",298
10/11/2012,,,239,162,,118,,,,,261,,"12,2",298
11/11/2012,,,239,160,,122,,,,,261,,0,300
12/11/2012,,,240,160,,124,,,,,261,,0,300
13/11/2012,,,240,160,,126,,,,,260,,0,298
14/11/2012,,,240,159,,126,,,,,262,,0,296
15/11/2012,,,239,159,,128,,,,,260,,0,288
16/11/2012,,,239,160,,128,,,,,260,,0,294
17/11/2012,,,238,160,,130,,,,,260,,0,292
18/11/2012,,,238,160,,132,,,,,260,,0,286
19/11/2012,,,238,160,,132,,,,,260,,0,296
20/11/2012,,,238,160,,134,,,,,260,,0,294
21/11/2012,,,238,160,,135,,,,,261,,"2,4",296
22/11/2012,,,238,160,,135,,,,,260,,0,294
23/11/2012,,,238,160,,135,,,,,260,,"3,2",296
24/11/2012,,,238,160,,135,,,,,260,,0,294
25/11/2012,,,238,160,,137,,,,,260,,0,290
26/11/2012,,,238,160,,137,,,,,260,,0,292
27/11/2012,,,238,160,,137,,,,,260,,0,294
28/11/2012,,,238,161,,136,,,,,259,,0,292
29/11/2012,,,238,162,,136,,,,,259,,0,290
30/11/2012,,,238,161,,136,,,,,259,,0,292
1/12/2012,,,238,161,,136,,,,,259,,"1,8",294
2/12/2012,,,238,161,,138,,,,,260,,"1,4",292
3/12/2012,,,238,161,,138,,,,,260,,"3,2",296
4/12/2012,,,238,161,,138,,,,,260,,"3,4",294
5/12/2012,,,238,162,,138,,,,,260,,"0,4",298
6/12/2012,,,239,162,,138,,,,,260,,0,296
7/12/2012,,,240,162,,140,,,,,260,,"4,8",200
8/12/2012,,,242,162,,140,,,,,260,,"2,8",296
9/12/2012,,,242,162,,140,,,,,260,,0,298
10/12/2012,,,240,162,,141,,,,,260,,0,296
11/12/2012,,,240,162,,141,,,,,259,,0,294
12/12/2012,,,240,162,,141,,,,,259,,0,292
13/12/2012,,,238,162,,142,,,,,259,,0,294
14/12/2012,,,238,162,,142,,,,,259,,0,292
15/12/2012,,,240,161,,142,,,,,259,,"0,4",294
16/12/2012,,,242,162,,142,,,,,259,,0,292
17/12/2012,,,242,162,,142,,,,,259,,0,290
18/12/2012,,,241,162,,144,,,,,259,,0,290
19/12/2012,,,241,162,,144,,,,,259,,0,290
20/12/2012,,,242,162,,144,,,,,258,,0,290
21/12/2012,,,240,162,,144,,,,,258,,0,286
22/12/2012,,,240,162,,143,,,,,258,,0,288
23/12/2012,,,238,162,,143,,,,,258,,0,286
24/12/2012,,,239,162,,143,,,,,258,,0,284
25/12/2012,,,239,162,,145,,,,,258,,0,286
26/12/2012,,,239,162,,145,,,,,258,,0,286
27/12/2012,,,238,162,,145,,,,,257,,0,284
28/12/2012,,,238,163,,145,,,,,258,,0,286
29/12/2012,,,238,163,,145,,,,,257,,0,284
30/12/2012,,,238,164,,143,,,,,257,,"4,6",282
31/12/2012,,,238,164,,143,,,,,257,,"1,2",286
1/1/2013,,,238,163,,141,,,,,257,,"0,4",280
2/1/2013,,,240,164,,141,,,,,257,,"0,6",286
3/1/2013,,,242,162,,142,,,,,259,,0,292
4/1/2013,,,244,166,,143,,,,,260,,"42,4",316
5/1/2013,,,244,164,,143,,,,,261,,"8,4",314
6/1/2013,,,244,164,,140,,,,,261,,0,312
7/1/2013,,,244,164,,140,,,,,260,,"4,2",314
8/1/2013,,,246,164,,138,,,,,261,,"5,4",316
9/1/2013,,,246,165,,136,,,,,261,,"3,2",300
10/1/2013,,,245,164,,136,,,,,261,,"0,8",304
11/1/2013,,,245,164,,134,,,,,260,,"1,2",298
12/1/2013,,,244,164,,133,,,,,260,,"1,4",292
13/1/2013,,,244,165,,134,,,,,260,,"3,6",294
14/1/2013,,,244,165,,135,,,,,260,,0,290
15/1/2013,,,244,164,,137,,,,,259,,0,292
16/1/2013,,,244,164,,137,,,,,259,,0,290
17/1/2013,,,244,164,,139,,,,,260,,"3,4",292
18/1/2013,,,244,164,,139,,,,,259,,0,290
19/1/2013,,,244,163,,141,,,,,259,,0,288
20/1/2013,,,243,163,,141,,,,,258,,0,290
21/1/2013,,,243,163,,143,,,,,258,,0,288
22/1/2013,,,242,162,,145,,,,,258,,0,286
23/1/2013,,,242,163,,145,,,,,258,,0,284
24/1/2013,,,242,163,,147,,,,,257,,0,280
25/1/2013,,,242,163,,147,,,,,257,,0,286
26/1/2013,,,241,162,,149,,,,,257,,0,280
27/1/2013,,,240,162,,149,,,,,256,,0,276
28/1/2013,,,240,163,,151,,,,,256,,0,280
29/1/2013,,,240,162,,151,,,,,256,,0,276
30/1/2013,,,240,162,,153,,,,,256,,0,278
31/1/2013,,,240,162,,153,,,,,256,,0,276
1/2/2013,,,240,162,,155,,,,,256,,0,276
2/2/2013,,,240,163,,156,,,,,256,,0,274
3/2/2013,,,240,162,,156,,,,,254,,0,272
4/2/2013,,,240,163,,154,,,,,256,,0,274
5/2/2013,,,244,163,,153,,,,,256,,0,272
6/2/2013,,,244,162,,153,,,,,256,,"0,4",274
7/2/2013,,,244,162,,155,,,,,256,,2,276
8/2/2013,,,246,163,,154,,,,,256,,"3,2",272
9/2/2013,,,246,163,,154,,,,,258,,"5,8",278
10/2/2013,,,246,163,,151,,,,,259,,"4,2",282
11/2/2013,,,246,162,,151,,,,,258,,0,284
12/2/2013,,,246,162,,149,,,,,258,,0,276
13/2/2013,,,246,162,,149,,,,,257,,0,282
14/2/2013,,,248,162,,148,,,,,257,,0,276
15/2/2013,,,246,162,,146,,,,,257,,0,280
16/2/2013,,,245,162,,146,,,,,257,,0,278
17/2/2013,,,244,162,,144,,,,,258,,0,278
18/2/2013,,,244,163,,142,,,,,260,,"2,4",276
19/2/2013,,,244,163,,141,,,,,259,,"0,6",296
20/2/2013,,,244,162,,139,,,,,257,,0,294
21/2/2013,,,246,162,,138,,,,,257,,0,286
22/2/2013,,,246,162,,137,,,,,257,,0,276
23/2/2013,,,244,162,,137,,,,,258,,0,282
24/2/2013,,,244,162,,135,,,,,258,,0,278
25/2/2013,,,244,162,,134,,,,,258,,0,280
26/2/2013,,,243,162,,133,,,,,257,,0,280
27/2/2013,,,242,162,,133,,,,,256,,0,278
28/2/2013,,,242,162,,132,,,,,256,,0,278
1/3/2013,,,242,162,,132,,,,,256,,0,274
2/3/2013,,,242,162,,131,,,,,256,,0,276
3/3/2013,,,242,162,,131,,,,,256,,0,274
4/3/2013,,,244,162,,131,,,,,256,,"24,4",280
5/3/2013,,,244,163,,130,,,,,256,,"100,8",282
6/3/2013,,,245,162,,130,,,,,256,,0,284
7/3/2013,,,245,162,,130,,,,,256,,0,282
8/3/2013,,,244,161,,133,,,,,255,,0,284
9/3/2013,,,244,161,,133,,,,,256,,0,278
10/3/2013,,,244,161,,132,,,,,256,,0,280
11/3/2013,,,244,160,,132,,,,,256,,0,278
12/3/2013,,,244,160,,132,,,,,255,,0,278
13/3/2013,,,244,161,,134,,,,,255,,0,276
14/3/2013,,,244,161,,134,,,,,255,,0,274
15/3/2013,,,244,161,,133,,,,,255,,0,272
16/3/2013,,,244,161,,135,,,,,255,,0,274
17/3/2013,,,244,162,,135,,,,,255,,"0,6",276
18/3/2013,,,244,162,,136,,,,,255,,"3,2",274
19/3/2013,,,244,162,,136,,,,,256,,0,272
20/3/2013,,,248,162,,137,,,,,256,,"0,4",276
21/3/2013,,,248,162,,137,,,,,256,,0,278
22/3/2013,,,248,162,,136,,,,,256,,0,280
23/3/2013,,,248,161,,136,,,,,257,,0,282
24/3/2013,,,248,160,,136,,,,,256,,0,276
25/3/2013,,,248,160,,135,,,,,256,,0,278
26/3/2013,,,248,160,,135,,,,,255,,0,276
27/3/2013,,,248,161,,,,,,,256,,0,274
28/3/2013,,,247,161,,,,,,,256,,0,276
29/3/2013,,,246,161,,,,,,,256,,0,278
30/3/2013,,,246,160,,,,,,,255,,0,278
31/3/2013,,,246,161,,,,,,,255,,0,276
1/4/2013,,,246,161,,,,,,,255,,"0,4",274
2/4/2013,,,246,161,,,,,,,255,,"0,7",276
3/4/2013,,,246,160,,,,,,,255,,"4,9",274
4/4/2013,,,246,160,,,,,,,255,,0,276
5/4/2013,,,246,160,,,,,,,255,,"0,6",274
6/4/2013,,,246,160,,,,,,,255,,0,276
7/4/2013,,,246,160,,,,,,,255,,0,274
8/4/2013,,,246,160,,,,,,,255,,0,276
9/4/2013,,,246,160,,,,,,,255,,0,274
10/4/2013,,,246,160,,,,,,,255,,0,276
11/4/2013,,,246,160,,,,,,,255,,0,274
12/4/2013,,,244,160,,,,,,,255,,0,276
13/4/2013,,,244,160,,,,,,,254,,0,274
14/4/2013,,,244,160,,,,,,,254,,"14,4",272
15/4/2013,,,244,160,,,,,,,255,,0,278
16/4/2013,,,244,160,,,,,,,256,,0,274
17/4/2013,,,242,160,,,,,,,257,,0,272
18/4/2013,,,242,160,,,,,,,257,,0,274
19/4/2013,,,242,160,,,,,,,256,,2,220
20/4/2013,,,300,164,,,,,,,285,,"89,8",342
21/4/2013,,,265,160,,,,,,,281,,0,352
22/4/2013,,,250,160,,,,,,,274,,0,344
23/4/2013,,,242,163,,,,,,,268,,"3,6",324
24/4/2013,,,260,164,,,,,,,272,,"28,6",320
25/4/2013,,,270,160,,,,,,,285,,"3,4",340
26/4/2013,,,265,162,,,,,,,286,,"19,4",352
27/4/2013,,,255,162,,,,,,,292,,"4,6",340
28/4/2013,,,250,162,,,,,,,281,,0,342
29/4/2013,,,296,164,,,,,,,284,,"58,2",364
30/4/2013,,,265,162,,,,,,,296,,"10,6",366
1/5/2013,,,260,163,,,,,,,284,,"3,6",354
2/5/2013,,,256,164,,,,,,,282,,"6,7",338
3/5/2013,,,258,162,,,,,,,275,,"0,4",334
4/5/2013,,,250,162,,,,,,,272,,"5,4",326
5/5/2013,,,248,162,,,,,,,268,,0,320
6/5/2013,,,244,162,,,,,,,266,,"0,8",314
7/5/2013,,,243,160,,,,,,,264,,0,308
8/5/2013,,,242,160,,,,,,,264,,0,304
9/5/2013,,,242,160,,,,,,,266,,0,312
10/5/2013,,,272,161,,178,,,,,270,,"38,4",330
11/5/2013,,,252,161,,180,,,,,279,,"14,8",334
12/5/2013,,,246,162,,180,,,,,271,,"3,2",322
13/5/2013,,,246,162,,175,,,,,269,,"0,8",318
14/5/2013,,,245,162,,173,,,,,268,,"6,8",318
15/5/2013,,,250,164,,170,,,,,268,,"9,6",314
16/5/2013,,,252,164,,170,,,,,270,,"10,6",324
17/5/2013,,,260,166,,168,,,,,281,,"14,2",348
18/5/2013,,,274,180,,166,,,,,281,,"23,4",364
19/5/2013,,,260,176,,166,,,,,280,,"3,5",356
